id;COT Carbone Organique Total;Antimoine (Sb);Arsenic (As);Baryum (Ba);Cadmium (Cd);Chrome (Cr);Cuivre (Cu);Mercure (Hg);Molybdene (Mo);Nickel (Ni);Plomb (Pb);Selenium (Se);Zinc (Zn);Benzo(a)pyrene;HAP (EPA) - somme;BTEX total;Hydrocarbures totaux C10-C40;Somme 6 PCB;Somme 7 PCB (Ballschmiter);Antimoine cumule (var. L/S);Arsenic cumule (var. L/S);Baryum cumule (var. L/S);Cadmium cumule (var. L/S);Chrome cumule (var. L/S);Cuivre cumule (var. L/S);Mercure cumule  (var. L/S);Molybdene cumule (var. L/S);Nickel cumule (var. L/S);Plomb cumule (var. L/S);Selenium cumule (var. L/S);Zinc cumule (var. L/S);Chlorures cumule  (var. L/S );COT cumule (var. L/S);Fluorures cumule  (var. L/S);Fraction soluble cumule  (var. L/S);Indice  phenol cumule (var. L/S);Sulfates cumule (var. L/S);Filiere d'evacuation resultats bruts;Filiere d'evacuation resultats lixiviation;Filiere d'evacuation finale;sam_ctime;sam_comment;ctx_name;ctx_ouvrage;ctx_timestamp;ctx_x;ctx_y;ctx_z;ctx_tech_depth_high;ctx_tech_depth_low;g;ctx_barcode;ctx_pid;real_tech_depth;elements_declassant;pred_glm_moy_Zn_ XRF;pred_glm_med_Zn_ XRF;pred_glm_30p_Zn_ XRF;pred_glm_70p_Zn_ XRF;pred_glm_moy_che_conduc_new;pred_glm_med_che_conduc_new;pred_glm_30p_che_conduc_new;pred_glm_70p_che_conduc_new;pred_glm_moy_ch_chlorure_new;pred_glm_med_ch_chlorure_new;pred_glm_30p_ch_chlorure_new;pred_glm_70p_ch_chlorure_new;pred_glm_moy_che_fluorures_new;pred_glm_med_che_fluorures_new;pred_glm_30p_che_fluorures_new;pred_glm_70p_che_fluorures_new;pred_glm_moy_S_ XRF;pred_glm_med_S_ XRF;pred_glm_30p_S_ XRF;pred_glm_70p_S_ XRF;pred_glm_moy_Cl_ XRF;pred_glm_med_Cl_ XRF;pred_glm_30p_Cl_ XRF;pred_glm_70p_Cl_ XRF;pred_glm_moy_Pb_ XRF;pred_glm_med_Pb_ XRF;pred_glm_30p_Pb_ XRF;pred_glm_70p_Pb_ XRF;pred_glm_moy_Cu_ XRF;pred_glm_med_Cu_ XRF;pred_glm_30p_Cu_ XRF;pred_glm_70p_Cu_ XRF;pred_glm_moy_Cr_ XRF;pred_glm_med_Cr_ XRF;pred_glm_30p_Cr_ XRF;pred_glm_70p_Cr_ XRF;pred_glm_moy_Ba_ XRF;pred_glm_med_Ba_ XRF;pred_glm_30p_Ba_ XRF;pred_glm_70p_Ba_ XRF;pred_glm_moy_As_ XRF;pred_glm_med_As_ XRF;pred_glm_30p_As_ XRF;pred_glm_70p_As_ XRF;pred_glm_moy_Ni_ XRF;pred_glm_med_Ni_ XRF;pred_glm_30p_Ni_ XRF;pred_glm_70p_Ni_ XRF;pred_glm_moy_Se_ XRF;pred_glm_med_Se_ XRF;pred_glm_30p_Se_ XRF;pred_glm_70p_Se_ XRF;che_sulfates_comp_trees;ch_chlorure_comp_trees;ch_ph_comp_trees;S_ XRF_comp_trees;Mo_ XRF_comp_trees;Sb_ XRF_comp_trees;Ba_ XRF_comp_trees;Se_ XRF_comp_trees;Cl_ XRF_comp_trees
04SEB_TE10_54.31-53.81;1900;<0.5;6.3;72;0.1;19.0;4.4;<0.05;1.4;16;6;<1.0;24;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.2;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.27;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;22;0 - 10;10;1200;0 - 0.1;380;ISDI;ISDI;ISDI;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;54.31;53.81;R;;0.0;Carrotier; ;22.299495667151927;22.29962438883944;20.388491535132925;24.187196595997143;473.3614552492763;474.17059846092775;418.8796091681085;526.1785557098675;1675380981.841746;2.3940532367262746;1.2081847597151367;5.634076892113447;0.9057604955756134;0.9048596424739592;0.3500166587272698;1.4393256139884985;367.6415761643568;18.22150584525624;4.615491620779928;70.88462815908832;1.1381155412021944e+23;111.62414518074648;19.840419556648133;345.7944074742138;142.90368391302647;1.9828001905850736;1.0946116349283317;4.441980449467322;327.14401204703614;4.0903588082193165;2.2957648022257042;7.264248236720243;45.06953121606864;4.311703275253186;2.3550389361767516;8.059520446241063;60.23955007395924;44.21122417176436;28.861015735477828;64.87234180060629;5.107204218168755;5.088975009536415;4.415649967512897;5.808083865030768;11.613420606902855;11.606175412421472;10.391714355534493;12.819407142065295;2.9780174997441065;2.11620667896927;1.2494719331333233;3.3113589164722903;28.214285714285715;4.666666666666667;7.210000000000001;0.0;0.71758132;0.9249230666666666;84.16666666666667;0.3001333333333333;754.8666666666667
04SEB_TE10_49.31-48.31;<1000;1.8;2.5;49;<0.1;7.0;88;<0.05;2.8;4.4;1.2;1.1;13;<0.050;n.d.;n.d.;31.2;n.d.;n.d.;0 - 0.05;0 - 0.05;0.5;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.2;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;25;0 - 10;1;23000;0 - 0.1;15000;TN+;SEMPIN;TN+;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;49.31;48.31;SO;;0.0;Carrotier;Cuivre (Cu);-12.859984645255699;-12.60303555806451;-24.72584739120655;-0.7032947603086726;2275.97689566612;2276.710262031668;2121.516671292636;2426.7278935022673;11458797.41808766;3.770434242662759;1.6505775120986337;9.326260303765434;0.16148329499586775;0.12844187636826174;-0.39905273363811;0.6841219720891479;9205.742109799266;250.8865130577973;47.44751261525561;1250.724617028089;3.9015436065732686e+51;5966.3732005420725;717.0862488285889;24396.284608090897;125.79858626576237;0.5063271303575628;0.33952970086638384;0.8338694840714733;1586.4388028525366;144.72541055074143;28.07591446099473;580.5843307474262;8194.183322510306;1085.832340408544;271.640675880971;3658.7002528287126;8.330717701160255;1.7958659205407677;0.8111106324611159;3.5258789570671665;-1.2562677818223271;-1.312498306701965;-4.586271139868996;2.010622632666978;1.2188030393355611;1.3220408766498988;-0.498013102664393;2.9607337663208693;5.8036225511717126;1.1836783075188246;0.2291218287769141;4.086403339861513;33.300000000000004;4.666666666666667;7.44;396600.0;1.165;0.19243333333333326;1202.87;0.049;152.83333333333334
04SEB_TE10_48.31-47.31;<1000;<0.5;<1.0;37;<0.1;1.8;16;<0.05;<1.0;1.1;0.6;<1.0;7.8;<0.050;n.d.;n.d.;44.5;n.d.;n.d.;0 - 0.05;0 - 0.05;0.39;0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.06;0 - 0.05;0 - 0.05;0.1;0 - 0.02;49;10;5;25000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;48.31;47.31;SO;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);-5.032269652593757;-5.047693331663173;-7.960660419933642;-1.9453828315208137;2951.742881870691;2943.8835625121365;2794.369659856149;3096.510541692511;2904730.054804179;2.4068256987310424;1.2253435347316002;6.164410181567463;0.46689219293020895;0.480854481611113;-0.07466434375963404;1.0352292126277876;62864.41487141128;1164.7683216229152;230.1985374557671;5799.1497247758;2.38521614988482e+26;17.6456433893083;3.6695524128510018;47.00233079942437;51.57032651765457;0.9073590666969356;0.5741291593383543;1.5544134340455869;150.20418325741483;6.762959718607313;3.465684099931268;12.830231290820462;24.09414607879459;6.386836091238648;3.163405350965732;11.93524106003549;6.1726303537387945;3.6831885701187255;2.0888840862171554;6.31184209729249;0.1053592482063415;0.0830181650511325;-0.672903020144831;0.8763618404223472;1.116465119683693;1.1350986039392217;0.17387893593347614;2.061652817291609;1.307993245166627;0.584861123393906;0.2540238985263285;1.1960266480065278;69.25;6.263333333333333;7.155;263533.33333333326;1.5974384599999998;2.56552498;584.6333333333333;1.51717785;617.0184629411766
04SEB_TE10_47.31-46.31;2200;<0.5;7.6;11;<0.1;12.0;7.8;<0.05;<1.0;8.9;3.2;1.6;13;<0.050;n.d.;n.d.;76.4;n.d.;n.d.;0 - 0.05;0 - 0.05;0.38;0.001;0 - 0.02;0.02;0.0022;0.19;0.13;0 - 0.05;0.17;0.02;74;16;10;25000;0 - 0.1;14000;ISDI;SEMPIN;SEMPIN;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;47.31;46.31;SO;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);3.420102017411752;3.3687974012162596;0.9099777668037584;5.866301022022974;3429.6606550062866;3412.379683359159;3212.0414873051823;3630.9788201980077;86972.90173082364;3.712069921269223;1.6854958951024688;10.419990192572737;1.1376814977366132;1.1337350949591225;0.5752723433269834;1.686215709260407;2630839.0408418383;78342.02092101634;17480.78494843664;354735.54663870396;2.5803085669276534e+22;2510.8929553385465;292.643767911631;9646.045450965496;31.45937734269755;1.4648232025777357;0.8762553573749581;2.8862797184937947;9.331909040342383;3.89148562433362;1.9358538504620275;7.418478731018077;11.734799367268232;5.132322760704811;2.6924932517422606;9.489514958351004;25.553447170743407;17.089204551141652;9.666904254065344;27.54109808892212;4.175976685755335;4.154656718020454;3.4731516801774336;4.829153587017408;7.159150973840162;7.1472695729345475;6.176559597723834;8.070790635852875;1.9545493504451965;1.18183001680025;0.6770073693989592;1.9623985099288639;69.25;4.733333333333333;6.702000000000001;34656.666666666664;1.2733;4.8363345;107.3;1.51717785;285.16885417205884
04SEB_TE10_46.31-45.31;3100;<0.5;1.9;73;<0.1;2.9;10;<0.05;<1.0;2.6;4.4;<1.0;9.9;<0.050;n.d.;n.d.;64.2;n.d.;n.d.;0 - 0.05;0 - 0.05;0.47;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.06;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;16;0 - 10;10;6700;0 - 0.1;3800;ISDI;ISDI+;ISDI+;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;46.31;45.31;SO;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);11.21042034991844;11.136822013914713;8.17707550396332;14.181628936508135;984.5490745253096;980.6411218502983;925.018914020313;1042.2303284735801;29201.845690627968;1.1660088633129255;0.6707427587236141;2.2829345750867893;0.9336243806258148;0.9336122992297822;0.3607712407443818;1.5003408804771756;11916.55481012658;67.70571178064782;12.847960011455354;316.74673794374627;7.280095887950974e+27;7.018628919674129;1.5912592805086816;17.070921589696503;57.54171542797501;1.2202384918365288;0.7199679871929826;2.3379410014382165;25.40808768238244;10.54936929721859;5.592549960570363;19.168706810319183;21.418898506425112;4.280623219770648;2.3363214133545083;7.882113242365336;85.45909800389123;59.53353180294794;34.417030834543844;96.31625900972307;2.5345057511048426;2.5559016086009483;1.6588184867954499;3.406106876623812;6.7442620935184205;6.689628330514942;5.0107410090180755;8.410607844414269;2.9000868006324394;1.9831647828411167;1.1496251691733834;3.109473944820168;33.300000000000004;8.71;7.436666666666667;4600.666666666667;0.34304;0.8856666666666667;156.84976057142856;0.8305;461.66666666666674
04SEB_TE10_45.31-44.31;3300;0.6;1.8;24;<0.1;1.5;6.6;<0.05;<1.0;2.2;0.6;<1.0;4.4;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.46;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.07;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;18;11;14;7600;0 - 0.1;4100;ISDI;ISDI+;ISDI+;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;45.31;44.31;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S)!Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);1.1321402242837753;1.1943883038604026;-0.7619745938288583;3.0846245864671253;1206.7613269890876;1201.9715947332706;1118.7749775442112;1293.328378787292;9950.397617295446;2.341064178304457;1.2091616506993184;5.201302691243957;1.2429417041099105;1.2508168566321791;0.6917101672837058;1.8095698930996265;74.3354996264688;17.307589086659124;6.416753430500735;41.277296264775416;9.092443429021083e+27;42.16147378638586;9.77072982260029;115.19126770349536;43.72956216105106;1.07436220524619;0.6809435190098028;2.0018011752907157;38.48301026631128;2.8409696599594785;1.4407575800338142;5.222713434010163;7.711245619206227;3.6281468765196685;1.86483974403904;6.527079150667633;25.01927306511881;17.275417046925202;9.974523886769378;26.533866650581828;1.1371646251225724;1.1206015988138796;0.5377347654019632;1.7481384268994562;4.1472459684961365;4.15076480525183;3.1697141373570217;5.151949118970942;1.3278980661716662;0.7353997289835738;0.3681742529026488;1.335134744429194;33.300000000000004;4.666666666666667;7.215;4600.666666666667;0.34304;0.8856666666666667;88.95;0.8305;461.66666666666674
04SEB_TE10_44.31-43.31;3700;<0.5;2.7;22;<0.1;2.2;3.1;<0.05;<1.0;2.6;1.2;<1.0;5.5;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.39;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.21;0 - 0.05;0 - 0.05;0 - 0.05;0.17;32;11;17;1900;0 - 0.1;970;ISDI;ISDI+;ISDI+;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;44.31;43.31;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S);2.8592317782787315;2.9051495049436458;0.7796053037206464;4.9348624559797765;612.7461845040121;613.6111459222964;547.8519448888499;678.8796803646577;1960.764232620926;1.2159904101825385;0.7051947715917957;2.4058249620752807;1.5769296767749332;1.5419555935959708;0.9939900712176584;2.174712793767506;11.63166580707085;2.2038103217632097;1.0903614638852936;4.45399428259854;1.7777014853278662e+33;10.233004591998212;3.1312693584601727;25.226162744399325;16.060390831784858;1.111253410481258;0.6674293141061572;2.1022602055565898;18.170301818191053;2.7011593788326342;1.3735815467906278;4.679110425902035;8.638104471732769;2.828658955140249;1.4640322548560327;5.526159048176659;44.698566046114166;29.279243694434747;17.866746659106287;45.762451532545;1.5830543992023367;1.5602447172119958;1.006876942623058;2.1414819057557275;5.509930137911388;5.441443762420355;4.1930691403921765;6.733478318560271;1.621512002916258;0.9307277930751352;0.5188166309730079;1.6310939191595035;33.300000000000004;4.666666666666667;7.44;2217.499;1.1904050666666668;0.5376200000000001;156.84976057142856;0.3001333333333333;285.16885417205884
04SEB_TE10_43.31-42.31;2800;<0.5;4.1;46;<0.1;6.0;5.2;<0.05;<1.0;6.3;1.9;<1.0;13;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0.08;0.51;0 - 0.001;0 - 0.02;0 - 0.02;0.0004;0.13;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;33;13;12;9100;0 - 0.1;5700;ISDI;ISDI+;ISDI+;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;43.31;42.31;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S)!Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);3.1644500035327714;3.206136581330365;1.0449399931941938;5.235059021499317;1218.2923356795184;1218.2866173271316;1161.2718886679104;1276.6724688888773;14615.385373387075;3.5134464436220334;1.6281175013056886;9.606381630348144;1.0958987765412478;1.1040711941049923;0.548639876915351;1.6640691044748168;76.70630104669141;7.253718399502389;2.6119745439457698;21.124132654274987;7.56901807741368e+23;19.44352323877721;5.331823812498554;51.762792460434646;76.91630806009368;1.1543389287307206;0.7150710207536202;2.0612510560751014;86.3070910187126;3.9287463365370723;2.072855094935637;7.211151533692732;49.7959343928057;3.7535035495292526;1.950005044378608;6.817133970920166;28.80057043441295;16.58633153719534;10.897387132237942;24.900659958328557;2.227146257904121;2.233488075405912;1.6413880916293364;2.8147808340146883;5.682687628362634;5.6950127484932125;4.7168988737867785;6.6798722042626215;1.5040689626113777;0.7720982046144229;0.403205309622875;1.391615374343381;33.300000000000004;4.666666666666667;7.406666666666666;4600.666666666667;0.5598429833333333;0.34696666666666665;48.8525;0.8305;590.98
04SEB_TE10_42.31-41.31;2000;<0.5;3.7;52;<0.1;3.3;7.8;<0.05;<1.0;5.5;1.3;<1.0;9.1;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.29;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.1;0 - 0.05;0 - 0.05;0 - 0.05;1.2;31;13;11;24000;0 - 0.1;15000;ISDI;SEMPIN;SEMPIN;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;42.31;41.31;SO;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);-2.781411192357856;-2.7987208015333134;-5.3237081392366;-0.17226016719501633;2698.014964985983;2699.266947602637;2562.7906749446697;2823.5194042806525;2971.937374596975;2.8826075228790136;1.4155090337278682;7.014101762290513;0.9905861432647264;0.9995386217472979;0.4265296047241749;1.5159779292198177;23369.028585702414;1928.4726075704086;456.9753989391872;7940.09473513965;2.150616048632045e+28;33.47769682121455;7.4649012313472785;87.6881936100856;60.90348021013062;1.1419530003837528;0.6877050137424695;2.0846813910371083;178.26400472428398;3.668700060468415;1.8812303288720595;6.866956137825001;12.24858464231499;4.551594974112202;2.367361965796795;8.203288974150482;23.68177818604001;15.364375187460409;9.691650839090904;23.31769980698296;1.828822162235729;1.8407304881514963;1.1593354559036924;2.4874691220286143;5.131200367813377;5.071274440196066;4.1987682543893055;6.083382439665573;1.5749576833459866;0.8462614220221625;0.4083534288666851;1.5001340061711177;33.300000000000004;4.666666666666667;7.406666666666666;10236.4;0.5598429833333333;0.5376200000000001;107.3;0.8305;155.73064533333334
04SEB_TE10_41.31-40.31;4500;<0.5;2.4;31;<0.1;4.0;11;<0.05;<1.0;5.2;1.4;<1.0;12;<0.050;n.d.;n.d.;72;n.d.;n.d.;0 - 0.05;0 - 0.05;0.27;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;34;0 - 10;14;2500;0 - 0.1;1100;ISDI;ISDI+;ISDI+;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;41.31;40.31;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S)!Sulfates cumule (var. L/S);2.467538391303245;2.5731579764333627;0.4599419562348728;4.605546509115752;707.9165333861414;709.7665057696255;645.1732547415334;768.5359822968331;2626478.8149229265;2.386230968776395;1.193293696509396;5.69341228343702;1.2621408138480934;1.259083302666605;0.7046621020145509;1.818805008920536;3.0586387267694346;0.3644008268796012;0.1089752942466623;1.127292415206135;7.010090708109962e+45;9.199512478779116;2.297339259110599;24.33635090928722;63.256944508981846;1.008174974830161;0.6438657753900852;1.7647355651266619;64.47050772148407;4.721341400823954;2.500712181333765;9.125462058861228;14.89197565488914;6.285233636318988;3.4816048698438324;11.45141013849117;28.83347247851308;15.423438080940635;9.041820062722973;24.48634267666873;1.2091666419575315;1.1882923091654336;0.5640344634563381;1.89384321658404;5.382195040633059;5.37825103032828;4.30926769500388;6.4321458467127535;1.4281393521110133;0.7633542722828746;0.3764587780256442;1.39776769700311;69.8;4.666666666666667;7.215;2217.499;0.5598429833333333;0.5376200000000001;88.95;3.2111771;540.8333333333333
04SEB_TE10_40.31-39.31;2500;<0.5;2.3;26;<0.1;2.3;6.9;<0.05;<1.0;2.9;1.2;<1.0;6.4;<0.050;n.d.;n.d.;27.8;n.d.;n.d.;0 - 0.05;0 - 0.05;0.35;0 - 0.001;0 - 0.02;0.03;0 - 0.0003;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;22;15;8;25000;0 - 0.1;16000;ISDI;SEMPIN;SEMPIN;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;40.31;39.31;SO;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);-4.110123230363127;-4.129983712398103;-6.795567447411335;-1.4393774297054056;2616.2434643326205;2617.356642740497;2466.043676665475;2764.507156483432;1764.7100436713845;2.4179522113930787;1.2232170346810212;5.704822824983559;0.7591159172139228;0.7315020020116263;0.2279974663408599;1.3304666115626025;36678.161948453046;2931.926552444335;794.1243113976218;10827.360615307694;1.7623069456436562e+54;7.936639469271784;2.207673474038052;19.925838747204768;13.138885660482984;0.9804118871438532;0.6264789517298229;1.752068047785357;11.8698737900895;3.3551342128129296;1.7790743347378548;6.174297374959442;8.636011550854272;3.2890701797668487;1.7167110962312295;6.107821961236381;12.944514536714866;8.934337633460794;5.630311693587066;13.620327443122921;1.2355350792043367;1.2279586007059071;0.6500345127762455;1.8096308639291805;3.541380960686628;3.5109250815220947;2.7518035809320525;4.284691042452414;1.6247259659549418;0.8348229532787619;0.4305151428480255;1.4369139425805195;33.300000000000004;4.666666666666667;7.155;10236.4;0.34304;0.8062666666666667;41.5275;1.1142;461.66666666666674
04SEB_TE10_39.31-38.31;2900;<0.5;2;56;<0.1;3.8;4.9;<0.05;<1.0;3.3;1.5;<1.0;9.7;<0.050;n.d.;n.d.;<20.0;n.d.;n.d.;0 - 0.05;0 - 0.05;0.35;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.07;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;23;40;9;24000;0 - 0.1;17000;ISDI;SEMPIN;SEMPIN;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;39.31;38.31;SO;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);1.2830121648855326;1.3252093831208078;-0.9770703742246892;3.5408722037771243;2080.4398570849053;2080.797110077475;1825.603382597668;2327.345236152225;5681.208235739471;3.3674785434085024;1.5854218905148765;9.221294070493943;0.8707810904919042;0.8720491002306459;0.3446564178188017;1.405532587693127;57035.56100261749;320.42586846452036;39.21865094052942;2298.847051919092;1.131556957974081e+40;9.356132121579057;2.240862405635548;28.08833219568733;289.49491719166735;1.2393327262642309;0.7490380743761809;2.355473906067928;284.6815116304702;4.259979006654073;2.3324757518464057;7.400105922821043;7.918959774066052;2.8126451879231475;1.473303263085968;5.379395490986763;28.439146460218762;13.190287020401135;8.49932710094146;19.5826280199449;1.6973227945981153;1.6986192875383068;1.0832595299649137;2.2863731150496607;3.6484421261253415;3.6259158606819017;2.9072166861143063;4.404608455455087;1.1376456930446703;0.5585982922457124;0.25906719963065633;1.0337580860258555;33.300000000000004;4.666666666666667;7.406666666666666;10236.4;0.34304;0.8062666666666667;41.5275;0.8305;540.8333333333333
04SEB_TE10_38.31-37.31;3700;<0.5;1.5;51;<0.1;2.8;6.2;<0.05;<1.0;3.4;1;<1.0;6.6;<0.050;n.d.;n.d.;45.6;n.d.;n.d.;0 - 0.05;0 - 0.05;0.73;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.09;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;15;0 - 10;12;2500;0 - 0.1;1000;ISDI;ISDI+;ISDI+;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;38.31;37.31;SO;;0.0;Carrotier;Fluorures cumule  (var. L/S);3.540396786552663;3.5644166018275283;1.6390405426123222;5.5371942233400615;630.0985521787502;628.6104073123992;559.2618563736734;698.8791216457938;9679.498020537998;1.3613632019988935;0.7599451064084857;2.8133430870413614;1.0709881105701735;1.04221533540891;0.5182369431608762;1.6032048981629765;6.605371986126001;1.911382927008089;0.8286585466620741;4.201288534672706;5.224572492629124e+28;31.547163123609362;5.803662661099629;83.33748758407249;37.242013736986344;1.1018768738425977;0.6875317928257517;2.0239066422771117;84.17482202000684;3.3209092839827234;1.7406039288292847;5.957849136989187;17.145875509131887;3.554875136102744;1.8623239442035815;6.324226045153813;26.408358644369148;18.736408395847498;11.555483079644398;29.130141146621664;1.123060051879748;1.1436499479451352;0.5456507772283035;1.7099180148220818;4.290456744043622;4.305025553116334;3.43320381785474;5.156449737649302;1.3712074882394252;0.7854292121008837;0.39568798717824094;1.3350557479982728;33.300000000000004;8.71;7.6;466.2389125;0.4895;0.6728333333333333;24.926666666666666;1.307684378888889;637.2333333333335
04SEB_TE10_37.31-36.31;3900;<0.5;<1.0;93;<0.1;2.4;7.3;<0.05;<1.0;2.6;0.8;<1.0;5.6;<0.050;n.d.;n.d.;27.8;n.d.;n.d.;0 - 0.05;0 - 0.05;0.34;0 - 0.001;0 - 0.02;0 - 0.02;0 - 0.0003;0.07;0 - 0.05;0 - 0.05;0 - 0.05;0 - 0.02;15;0 - 10;6;25000;0 - 0.1;16000;ISDI;SEMPIN;SEMPIN;1,56E+12;;04SEB_TE10;04SEB;2019-07-03T07:12:20.000Z;1665257.958;8194238.149;55.31;37.31;36.31;SO;;0.0;Carrotier;Fraction soluble cumule  (var. L/S)!Sulfates cumule (var. L/S);-4.421954438809543;-4.4469394390176324;-6.961898275097059;-1.8626933843153195;2552.26798231078;2552.982511127821;2400.334880657875;2701.211669656885;29652.498823316244;2.2632855849419067;1.155304175765384;5.085612013366687;0.4792937395310762;0.4825405058525164;-0.08901604853424129;1.0315895756773241;28260.626638840433;2307.42811388498;617.7597728217777;8218.77073093942;2.157898477654492e+33;4.544318314211381;1.09106332679581;12.11656065751589;451.33005211354134;0.97598629153732;0.6275921058679687;1.6769153178484677;197.5587263601528;4.288321436500674;2.3700178636136133;7.707978456571523;17.157326292285916;3.247696673301306;1.6562751899494623;6.184718807001955;18.365728565037532;13.563594496599885;8.852706119619027;20.15286293603717;0.4061429741891697;0.4084182033647689;-0.17390948941307946;1.0210164722997472;2.535249942299235;2.565771075257468;1.901626830066128;3.1716459055086075;2.314704774637585;0.8710819694676367;0.4402422234569831;1.5384794055297095;33.300000000000004;8.71;6.996666666666667;263533.33333333326;0.8888333333333334;1.1333666666666666;584.6333333333333;1.1142;617.0184629411766
